,coordinate,ip,country,timest,os,connection_type,accuracy,event_type,gps_speed,app_id,count
193,45.7882|-74.1768,74.59.15.62,CAN,1601553810,android,wifi,10,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
194,46.6419|-70.1650,74.50.180.187,CAN,1601556228,android,wifi,8,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
195,50.8479|-119.4553,24.67.36.203,CAN,1601557023,android,wifi,8,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
196,45.5717|-73.5946,70.83.66.63,CAN,1601554095,ios,wifi,9,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
197,50.6456|-117.5275,208.181.95.34,CAN,1601556191,ios,wifi,10,GPS,"\\""""",6062f039cc76095f2e0f44a1e748d221,1
198,45.3159|-73.2249,65.92.89.198,CAN,1601556610,ios,carrier,6,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
199,49.8811|-97.1881,142.161.80.197,CAN,1601557024,ios,wifi,8,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
200,43.7838|-79.2392,24.114.59.63,CAN,1601556134,android,na,8369,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
201,53.6031|-113.5493,68.148.104.52,CAN,1601556246,ios,wifi,14,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
202,44.0170|-79.4389,70.30.25.188,CAN,1601556282,ios,na,9,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
203,48.4263|-71.0658,"\\""""",CAN,1601555235,android,na,3,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
204,44.1748|-77.3844,198.91.224.8,CAN,1601553801,android,wifi,14,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
205,49.8919|-97.3294,209.171.88.167,CAN,1601556420,android,carrier,9754,GPS,"\\""""",04444d7d9aeb00338b0a012ecb4eb32b,2
206,45.6423|-73.2977,184.145.250.41,CAN,1601556347,ios,wifi,7,GPS,"\\""""",6d74887427a20e1f1cdacaaa00252587,1
207,50.6420|-96.9999,74.120.7.131,CAN,1601554478,ios,na,12,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
208,49.1037|-121.9701,24.244.23.70,CAN,1601554867,android,na,8,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
209,46.7229|-71.2670,"\\""""",CAN,1601554700,android,na,3,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
210,47.4102|-53.8092,142.169.78.126,CAN,1601555636,android,carrier,20,GPS,"\\""""",04444d7d9aeb00338b0a012ecb4eb32b,1
211,43.6414|-79.4008,173.35.238.117,CAN,1601554893,ios,wifi,7,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
212,49.0234|-122.7997,70.70.212.2,CAN,1601553892,ios,na,63,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
213,45.2105|-75.7025,24.114.106.177,CAN,1601554944,ios,na,13,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
214,43.6605|-79.3597,99.231.67.40,CAN,1601554427,ios,wifi,5,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
215,45.4414|-75.7815,65.94.228.141,CAN,1601555012,android,wifi,4942,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
216,49.7232|-113.4070,24.66.36.12,CAN,1601554564,ios,na,15,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
217,44.6358|-79.4155,99.236.196.176,CAN,1601556154,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
218,43.7117|-79.7919,72.136.115.248,CAN,1601555217,android,na,5856,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
219,43.0270|-81.2624,99.242.50.106,CAN,1601556414,android,wifi,8342,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
220,53.1892|-115.2035,209.91.68.246,CAN,1601554505,android,wifi,8,GPS,"\\""""",1987c5fa941e88221b4da52528864664,1
221,43.6396|-79.8953,24.157.73.37,CAN,1601553680,android,na,8104,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
222,43.8739|-78.9590,70.49.142.219,CAN,1601554477,android,wifi,7409,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
223,43.5088|-80.2325,142.116.150.248,CAN,1601554031,android,wifi,14,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
224,45.5166|-73.5675,"\\""""",CAN,1601556902,android,na,15,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
225,45.5283|-73.5639,"\\""""",CAN,1601556707,android,na,5,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
226,50.9077|-113.9924,"\\""""",CAN,1601556419,android,na,14,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
227,48.4023|-67.9355,"\\""""",CAN,1601554613,android,na,20,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
228,49.0234|-123.0668,24.207.47.124,CAN,1601556293,ios,na,21,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
229,46.8805|-71.2431,24.200.134.232,CAN,1601556462,ios,wifi,10,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
230,44.7092|-63.6749,76.11.79.53,CAN,1601555810,android,na,40,GPS,"\\""""",3ace05942138df07ecf098f688f277dc,1
231,48.4546|-123.3928,154.20.43.5,CAN,1601554285,ios,wifi,13,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
232,46.3936|-72.6554,70.29.223.200,CAN,1601555521,android,wifi,10,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
233,43.7838|-79.2641,184.147.251.65,CAN,1601557028,android,wifi,7176,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
234,44.2240|-79.4618,99.226.88.84,CAN,1601556151,android,wifi,13,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
235,43.7474|-79.5092,173.206.173.194,CAN,1601553869,ios,wifi,8,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
236,44.5045|-77.8125,138.34.44.196,CAN,1601553916,android,wifi,8,GPS,"\\""""",1987c5fa941e88221b4da52528864664,1
237,43.7088|-79.3964,174.88.151.217,CAN,1601557091,ios,wifi,24,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
238,44.1546|-81.0145,216.110.238.166,CAN,1601556851,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
239,45.4610|-73.5684,96.22.164.87,CAN,1601556945,android,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
240,42.7788|-81.1846,64.228.254.61,CAN,1601553987,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
241,44.2873|-76.5964,72.136.103.228,CAN,1601554562,ios,carrier,6,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
242,49.9356|-97.1578,24.76.241.78,CAN,1601555308,ios,wifi,9,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
243,53.2936|-110.0157,184.68.247.146,CAN,1601554253,android,wifi,5,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
244,45.5589|-73.6339,"\\""""",CAN,1601555271,android,na,15,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
245,53.4104|-113.4777,174.3.19.75,CAN,1601555140,ios,wifi,22,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
246,51.4991|-114.5173,174.90.223.237,CAN,1601554090,ios,carrier,7,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
247,45.4976|-73.6705,"\\""""",CAN,1601557032,android,na,4,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
248,43.7867|-79.5376,"\\""""",CAN,1601554165,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
249,51.0348|-113.8256,70.73.20.164,CAN,1601555939,android,wifi,10,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
250,49.1522|-122.8008,192.157.108.234,CAN,1601554976,android,na,6,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
251,49.1346|-122.6633,154.20.219.232,CAN,1601554259,android,wifi,2,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
252,48.5313|-78.1683,69.24.57.194,CAN,1601555479,android,wifi,12,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
253,43.8407|-79.4099,"\\""""",CAN,1601556570,android,na,6,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
254,42.7975|-80.4109,206.130.238.10,CAN,1601553839,android,na,12,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
255,43.9254|-80.1172,99.236.166.55,CAN,1601555923,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
256,49.6687|-98.1942,161.129.133.92,CAN,1601553707,android,na,14,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
257,43.8465|-79.4075,"\\""""",CAN,1601555849,android,na,7,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
258,42.2589|-83.0855,142.184.156.58,CAN,1601554625,android,wifi,17,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
259,54.5703|-113.0012,"\\""""",CAN,1601556519,android,na,16,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
260,42.3942|-82.1949,192.186.103.18,CAN,1601557000,android,na,5,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
261,49.8193|-97.1898,"\\""""",CAN,1601556065,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
262,44.7667|-75.5834,24.104.182.90,CAN,1601556598,android,wifi,11,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
263,44.1279|-79.6379,"\\""""",CAN,1601553658,ios,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
264,45.5280|-73.6138,76.68.224.34,CAN,1601553934,ios,wifi,7,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
265,49.8379|-97.0990,204.112.223.114,CAN,1601556685,android,wifi,11,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
266,50.4528|-104.6140,174.90.223.2,CAN,1601555386,android,carrier,19,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
267,50.9189|-113.9239,68.144.57.10,CAN,1601553727,android,wifi,1464,GPS,"\\""""",1987c5fa941e88221b4da52528864664,1
268,58.5527|-117.4994,"\\""""",CAN,1601556668,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
269,43.7435|-79.2917,99.237.17.27,CAN,1601555437,ios,wifi,10,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
270,42.9700|-82.4065,72.139.194.69,CAN,1601556363,android,carrier,2,GPS,"\\""""",196022c89f1673d9f51962270b5b97d2,1
271,45.4771|-75.7080,72.53.96.195,CAN,1601556902,ios,wifi,5,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
272,51.1466|-114.2249,173.183.173.225,CAN,1601556153,android,na,17,GPS,"\\""""",3ace05942138df07ecf098f688f277dc,1
273,49.1459|-123.1150,"\\""""",CAN,1601553886,android,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
274,43.7820|-79.2609,"\\""""",CAN,1601554536,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
275,45.7838|-73.9460,204.48.94.183,CAN,1601556736,android,carrier,8,GPS,"\\""""",fcf8857d7a5cc725f08ef518f8279ecc,1
276,45.6430|-73.5573,209.94.83.6,CAN,1601554431,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
277,43.7287|-79.7738,142.112.139.185,CAN,1601554186,android,wifi,7,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
278,46.7207|-71.1990,184.161.235.236,CAN,1601555909,android,na,4412,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
279,42.4051|-82.1915,92.38.148.54,CAN,1601555288,android,wifi,7,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
280,46.8178|-71.2174,92.38.148.45,CAN,1601554175,android,wifi,5,GPS,"\\""""",d78ff2f41cbef879305640b157e5d03b,1
281,43.2604|-79.9079,24.141.25.63,CAN,1601555272,android,wifi,15,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
282,45.5433|-73.6408,"\\""""",CAN,1601557024,ios,na,10,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
283,45.3133|-73.7439,70.81.93.105,CAN,1601556648,android,wifi,17,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
284,46.3423|-73.4190,142.169.78.121,CAN,1601554520,android,carrier,13948,GPS,"\\""""",a536cae436831b558b3a4c6c92696737,1
285,43.2019|-79.5707,142.116.166.33,CAN,1601555374,ios,wifi,6,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
286,43.7838|-79.5636,174.92.56.174,CAN,1601557037,android,wifi,6869,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
287,45.3109|-73.9551,70.80.128.31,CAN,1601554216,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
288,43.4900|-79.8717,104.158.47.134,CAN,1601555820,android,wifi,5,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
289,45.5315|-73.5622,66.131.26.73,CAN,1601554584,android,na,1621,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
290,53.5315|-113.4045,75.152.117.215,CAN,1601556527,android,na,4647,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
291,42.8916|-80.0660,104.249.227.39,CAN,1601556453,android,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
292,47.3288|-79.4421,24.212.11.215,CAN,1601554367,ios,wifi,9,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
293,45.4930|-73.4849,"\\""""",CAN,1601556708,android,na,5,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
294,43.8632|-79.2993,173.33.17.98,CAN,1601553740,ios,wifi,9,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
295,44.6814|-63.6571,216.208.243.67,CAN,1601554098,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
296,43.6330|-79.4349,"\\""""",CAN,1601555423,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
297,44.3462|-79.6393,99.233.145.103,CAN,1601555449,android,na,7,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
298,49.8870|-97.2892,24.78.152.245,CAN,1601554427,ios,wifi,4,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
299,46.9076|-55.9552,142.162.98.126,CAN,1601556755,android,na,14,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
300,50.8817|-114.0743,70.77.15.170,CAN,1601555970,android,wifi,7,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
301,45.6655|-73.6164,"\\""""",CAN,1601556698,android,na,2,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
302,43.7903|-79.5437,"\\""""",CAN,1601554920,ios,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
303,46.5322|-84.3409,174.89.64.235,CAN,1601555810,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
304,43.6757|-79.4201,174.88.74.179,CAN,1601555828,android,wifi,5096,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
305,45.4426|-73.8971,96.23.197.7,CAN,1601556178,ios,wifi,5,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
306,49.8923|-97.2624,209.171.88.196,CAN,1601555749,android,carrier,6,GPS,"\\""""",04444d7d9aeb00338b0a012ecb4eb32b,1
307,43.6577|-79.4710,142.114.99.145,CAN,1601553803,android,wifi,5210,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
308,58.8011|-122.6782,209.52.88.60,CAN,1601554279,ios,carrier,15,GPS,"\\""""",06f9f98a69c06f5fbcd5818ec9d4fb4b,1
309,46.3592|-79.4090,70.31.23.222,CAN,1601557037,android,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
310,52.2334|-106.3932,"\\""""",CAN,1601555154,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
311,42.3934|-82.1946,192.186.103.162,CAN,1601557138,android,wifi,7,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
312,42.8079|-81.4561,74.127.203.55,CAN,1601555776,android,wifi,9,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
313,53.5432|-113.5871,"\\""""",CAN,1601554356,android,na,16,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
314,43.5856|-79.6494,99.247.45.201,CAN,1601554749,android,na,6371,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
315,45.4759|-75.4948,174.114.191.42,CAN,1601554855,android,wifi,9,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
316,45.4011|-71.9377,184.161.98.138,CAN,1601555630,ios,wifi,8,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
317,45.2682|-72.1846,74.210.213.95,CAN,1601556679,ios,wifi,8,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
318,49.0755|-122.6346,184.65.210.124,CAN,1601557039,android,wifi,4,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
319,47.3288|-79.4421,24.212.11.215,CAN,1601556108,ios,wifi,11,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
320,48.4520|-68.5253,142.169.78.208,CAN,1601554380,ios,carrier,8,GPS,"\\""""",06f9f98a69c06f5fbcd5818ec9d4fb4b,1
321,46.7203|-79.0959,24.212.15.186,CAN,1601555801,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
322,45.8718|-72.5115,"\\""""",CAN,1601556959,android,na,15,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
323,53.5210|-113.4864,198.48.128.246,CAN,1601556663,android,wifi,2,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
324,46.5246|-80.9618,65.94.61.183,CAN,1601556630,ios,wifi,12,GPS,"\\""""",6ba29b9ef74bc71ed65531acc14cb5ca,1
325,46.3635|-63.1722,76.11.1.216,CAN,1601554609,ios,na,14,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
326,49.6006|-97.0587,24.78.99.31,CAN,1601556858,ios,wifi,12,GPS,"\\""""",6549d0551c510637bae5c65063687a00,1
327,43.7909|-79.4520,174.93.115.47,CAN,1601555701,android,wifi,10,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
328,43.8404|-79.3230,"\\""""",CAN,1601554598,android,na,4,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
329,45.5972|-73.6369,142.169.78.95,CAN,1601554874,android,GPS,5,GPS,"\\""""",0fb6d8a7e8b2992f393d89acc354e91d,1
330,49.1062|-122.7376,"\\""""",CAN,1601554003,android,na,11,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
331,45.3853|-72.7665,66.158.142.58,CAN,1601555183,ios,wifi,8,GPS,"\\""""",98b41fcbe166b4587e8eae221a23c8f6,1
332,46.4865|-71.0750,75.152.49.91,CAN,1601555075,android,na,5230,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
333,46.2969|-73.3754,216.71.88.193,CAN,1601554062,ios,wifi,4,GPS,"\\""""",30f2b3e2048caa32d54a77107609d52c,1
334,49.2022|-122.8466,66.183.179.156,CAN,1601554035,ios,wifi,8,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
335,45.5523|-73.6896,45.72.215.65,CAN,1601557145,android,wifi,12,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
336,44.9948|-64.9920,24.222.246.86,CAN,1601554824,ios,wifi,13,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
337,51.1090|-114.0469,207.228.78.154,CAN,1601555305,ios,carrier,12,GPS,"\\""""",106d6ce26f885af700b6c4711bc34a16,1
338,43.8796|-79.4345,69.158.246.42,CAN,1601555094,ios,carrier,7,GPS,"\\""""",6b34bfb140995d3de667fda0bbd9561b,1
339,45.5552|-73.7012,66.130.113.207,CAN,1601555772,ios,wifi,10,GPS,"\\""""",011a6a6ee196da7e165c4f5e9fcab275,1
340,46.8428|-71.2219,"\\""""",CAN,1601556474,android,na,20,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
341,43.1503|-79.2036,76.69.1.57,CAN,1601553935,android,wifi,15,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
342,50.2670|-119.2706,173.183.23.223,CAN,1601555934,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
343,49.9116|-97.1374,142.161.122.187,CAN,1601556070,android,na,8,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
344,43.4384|-80.3000,99.250.41.119,CAN,1601554902,android,wifi,7,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
345,50.2537|-119.2422,23.16.151.139,CAN,1601555718,ios,wifi,10,GPS,"\\""""",8d11c000c24207c2d94b9cd2fd4ecc74,1
346,49.1046|-122.6782,184.151.230.106,CAN,1601556542,android,carrier,20,GPS,"\\""""",7a9f14a52927184dd917c416176e95ab,1
347,45.3767|-71.8959,"\\""""",CAN,1601555957,android,na,10,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
348,43.8773|-79.0055,99.232.141.26,CAN,1601556158,android,wifi,7595,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
349,43.2391|-79.8795,99.236.14.86,CAN,1601554545,android,wifi,15,GPS,"\\""""",fd65d1d372782cc481122f9f6ad0f1fc,1
350,48.4082|-71.0667,65.95.74.232,CAN,1601555905,ios,wifi,12,GPS,"\\""""",15a8371fd8bb4a5ec91c62907871594b,1
351,43.6330|-79.4283,"\\""""",CAN,1601555474,android,na,3,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
352,49.6612|-97.5283,69.168.165.17,CAN,1601553639,android,wifi,12,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
353,42.3146|-82.9681,173.247.142.93,CAN,1601553726,android,wifi,5,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
354,46.8869|-71.1875,184.145.158.203,CAN,1601556320,android,wifi,9,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
355,54.3932|-126.6593,209.145.124.232,CAN,1601554338,ios,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
356,52.2883|-113.7598,23.17.9.6,CAN,1601556310,android,wifi,4908,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
357,45.6577|-73.9339,70.30.225.148,CAN,1601555828,android,wifi,4797,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
358,44.3425|-75.9830,"\\""""",CAN,1601556095,ios,na,4,GPS,"\\""""",2518f4b915a82c40277d3dca2e2c5d6a,2
359,43.5676|-79.6505,99.245.69.7,CAN,1601554147,android,wifi,5401,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
360,45.6468|-72.6508,"\\""""",CAN,1601557078,ios,na,6,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
361,44.1081|-79.1206,24.239.8.72,CAN,1601556792,android,wifi,3019,GPS,"\\""""",e9c8a48c2d23e7faf50d705cc7624c75,1
362,43.7658|-79.2902,199.119.233.166,CAN,1601554624,android,carrier,2174,GPS,"\\""""",694feedf5a4535ea0199f592e670b3f7,1
363,44.1081|-77.5648,216.121.240.172,CAN,1601555511,android,wifi,5270,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
364,49.0039|-122.7400,162.156.40.92,CAN,1601556749,android,na,10,GPS,"\\""""",1458f5833e87a50e69ddd51d9f3853ed,2
365,45.4829|-73.4800,"\\""""",CAN,1601555119,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
366,52.0875|-101.0444,216.81.3.229,CAN,1601555178,ios,wifi,5,GPS,"\\""""",4dbd18754728fc6244bc06ff8742707e,1
367,55.1951|-118.7616,199.126.96.147,CAN,1601556644,android,wifi,4,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
368,45.1666|-64.4246,142.68.48.88,CAN,1601554932,ios,wifi,19,GPS,"\\""""",3098e03b6ba6fc3a8120ce6f9abb5656,1
369,51.1351|-114.1694,24.64.170.32,CAN,1601555483,android,wifi,3482,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
370,47.6821|-68.9485,"\\""""",CAN,1601557074,android,na,10,GPS,"\\""""",30ae46dc565c1bcffa05ee524938d5b2,1
371,45.3514|-75.9428,174.112.134.139,CAN,1601556519,android,wifi,3204,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
372,45.8765|-72.4881,142.119.89.202,CAN,1601557048,ios,na,7,GPS,"\\""""",9111daff59cc5460975f5f83e08a5345,1
373,43.1452|-81.5341,209.239.21.225,CAN,1601555792,android,wifi,6,GPS,"\\""""",7993ed4e315bb654b139abcd44154bac,1
374,43.7282|-79.7477,173.33.6.67,CAN,1601557195,android,wifi,3,GPS,"\\""""",370a934f862d20f142b2152f715e70cb,1
375,52.1261|-107.0647,207.195.86.187,CAN,1601555970,android,carrier,9,GPS,"\\""""",7a9f14a52927184dd917c416176e95ab,1
376,45.4234|-73.6779,70.83.181.18,CAN,1601554289,android,wifi,19637,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
377,44.3039|-78.3183,67.69.69.142,CAN,1601554509,ios,carrier,16,GPS,"\\""""",2bac758857892925a59b6c19eaf583bd,1
378,53.4941|-112.0539,142.179.131.25,CAN,1601556387,android,wifi,9,GPS,"\\""""",5d4088e1acd85b90787b91bbf59f9b30,1
379,45.5203|-73.5099,"\\""""",CAN,1601554619,android,na,18,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
380,49.2199|-122.9516,154.20.166.111,CAN,1601554467,android,wifi,6,GPS,"\\""""",f85029a4b45d3a7d0c6a20d9d80aad09,1
381,45.3576|-75.7009,"\\""""",CAN,1601554043,ios,na,5,GPS,"\\""""",cfcb94b6d8fddc0054fc1e47efa1239f,1
382,42.9912|-81.2012,199.7.157.94,CAN,1601556735,android,carrier,12,GPS,"\\""""",902d9b540a6ef9d20edfe43a8ac451be,1
383,43.4995|-79.8626,70.24.108.219,CAN,1601554099,android,wifi,12,GPS,"\\""""",8a38ea503212a1bc3ed9011e59475147,1
384,45.3853|-72.7665,66.158.142.58,CAN,1601556144,ios,wifi,15,GPS,"\\""""",98b41fcbe166b4587e8eae221a23c8f6,1
385,45.5051|-75.6756,192.154.140.30,CAN,1601556517,ios,wifi,14,GPS,"\\""""",acccb06c5b76123c35d2f5ab0c246934,1
